Total cycle count,Time,Extension,Load
,(s),(mm),(N)
"2.00000","3.09200","1.83757","67.76167"
"2.00000","3.09700","1.86255","68.98852"
"2.00000","3.10200","1.88754","70.21152"
"2.00000","3.10700","1.91254","71.44398"
"2.00000","3.11200","1.93753","72.68286"
"2.00000","3.11700","1.96253","73.93658"
"2.00000","3.12200","1.98754","75.20747"
"2.00000","3.12700","2.01255","76.48482"
"2.00000","3.13200","2.03756","77.77345"
"2.00000","3.13700","2.06257","79.06287"
"2.00000","3.14200","2.08757","80.35755"
"2.00000","3.14700","2.11255","81.65887"
"2.00000","3.15200","2.13753","82.96243"
"2.00000","3.15700","2.16252","84.27414"
"2.00000","3.16200","2.18752","85.58827"
"2.00000","3.16700","2.21252","86.91043"
"2.00000","3.17200","2.23752","88.24395"
"2.00000","3.17700","2.26253","89.57403"
"2.00000","3.18200","2.28753","90.90667"
"2.00000","3.18700","2.31252","92.23492"
"2.00000","3.19200","2.33751","93.57565"
"2.00000","3.19700","2.36250","94.92350"
"2.00000","3.20200","2.38751","96.27913"
"2.00000","3.20700","2.41252","97.65288"
"2.00000","3.21200","2.43753","99.02483"
"2.00000","3.21700","2.46255","100.40421"
"2.00000","3.22200","2.48756","101.79284"
"2.00000","3.22700","2.51257","103.17585"
"2.00000","3.23200","2.53758","104.56874"
"2.00000","3.23700","2.56258","105.95708"
"2.00000","3.24200","2.58758","107.34551"
"2.00000","3.24700","2.61258","108.73160"
"2.00000","3.25200","2.63758","110.12132"
"2.00000","3.25700","2.66257","111.52644"
"2.00000","3.26200","2.68757","112.93806"
"2.00000","3.26700","2.71257","114.35921"
"2.00000","3.27200","2.73757","115.79127"
"2.00000","3.27700","2.76256","117.21866"
"2.00000","3.28200","2.78756","118.64410"
"2.00000","3.28700","2.81255","120.05972"
"2.00000","3.29200","2.83754","121.47457"
"2.00000","3.29700","2.86253","122.89433"
"2.00000","3.30200","2.88751","124.31665"
"2.00000","3.30700","2.91250","125.74904"
"2.00000","3.31200","2.93750","127.18153"
"2.00000","3.31700","2.96249","128.61577"
"2.00000","3.32200","2.98748","130.05289"
"2.50000","3.32500","3.00247","130.90898"
"2.50000","3.32600","3.00747","131.19464"
"2.50000","3.33100","3.03246","132.62564"
"2.50000","3.33600","3.05734","133.97122"
"2.50000","3.34100","3.08147","135.05029"
"2.50000","3.34600","3.10331","135.82570"
"2.50000","3.35100","3.12079","136.05981"
"2.50000","3.35600","3.13204","135.75385"
"2.50000","3.36100","3.13608","134.94098"
"2.50000","3.36600","3.13321","133.57799"
"2.50000","3.37100","3.12446","131.75537"
"2.50000","3.37600","3.11104","129.56241"
"2.50000","3.38100","3.09404","127.11642"
"2.50000","3.38600","3.07429","124.51366"
"2.50000","3.39100","3.05243","121.78902"
"2.50000","3.39600","3.02894","119.02056"
"2.50000","3.40100","3.00420","116.19952"
"2.50000","3.40600","2.97854","113.39507"
"2.50000","3.41100","2.95223","110.62115"
"2.50000","3.41600","2.92554","107.90574"
"2.50000","3.42100","2.89867","105.28098"
"2.50000","3.42600","2.87181","102.73327"
"2.50000","3.43100","2.84506","100.27467"
"2.50000","3.43600","2.81852","97.91255"
"2.50000","3.44100","2.79221","95.62961"
"2.50000","3.44600","2.76615","93.43723"
"2.50000","3.45100","2.74031","91.32782"
"2.50000","3.45600","2.71466","89.28664"
"2.50000","3.46100","2.68917","87.32819"
"2.50000","3.46600","2.66381","85.42414"
"2.50000","3.47100","2.63856","83.58411"
"2.50000","3.47600","2.61337","81.78205"
"2.50000","3.48100","2.58824","80.00462"
"2.50000","3.48600","2.56314","78.26939"
"2.50000","3.49100","2.53807","76.54896"
"2.50000","3.49600","2.51301","74.87733"
"2.50000","3.50100","2.48795","73.23259"
"2.50000","3.50600","2.46291","71.61629"
"2.50000","3.51100","2.43786","70.04570"
"2.50000","3.51600","2.41281","68.50028"
"2.50000","3.52100","2.38775","66.99152"
"2.50000","3.52600","2.36269","65.51515"
"2.50000","3.53100","2.33762","64.05864"
"2.50000","3.53600","2.31256","62.63316"
"2.50000","3.54100","2.28750","61.21750"
"2.50000","3.54600","2.26246","59.82145"
"2.50000","3.55100","2.23743","58.45059"
"2.50000","3.55600","2.21240","57.08617"
"2.50000","3.56100","2.18737","55.74820"
"2.50000","3.56600","2.16234","54.42264"
"2.50000","3.57100","2.13730","53.11737"
"2.50000","3.57600","2.11227","51.84628"
"2.50000","3.58100","2.08724","50.59169"
"2.50000","3.58600","2.06222","49.37294"
"2.50000","3.59100","2.03720","48.17746"
"2.50000","3.59600","2.01218","47.01037"
"2.50000","3.60100","1.98716","45.87547"
"2.50000","3.60600","1.96214","44.75753"
"2.50000","3.61100","1.93711","43.66256"
"2.50000","3.61600","1.91209","42.56884"
"2.50000","3.62100","1.88707","41.48269"
"2.50000","3.62600","1.86206","40.41181"
"2.50000","3.63100","1.83706","39.33407"
"2.50000","3.63600","1.81206","38.28080"
"2.50000","3.64100","1.78707","37.23678"
"2.50000","3.64600","1.76208","36.20530"
"2.50000","3.65100","1.73709","35.20764"
"2.50000","3.65600","1.71210","34.21318"
"2.50000","3.66100","1.68711","33.24794"
"2.50000","3.66600","1.66211","32.28943"
"2.50000","3.67100","1.63711","31.34227"
"2.50000","3.67600","1.61210","30.41541"
"2.50000","3.68100","1.58708","29.48254"
"2.50000","3.68600","1.56207","28.56319"
"2.50000","3.69100","1.53706","27.65397"
"2.50000","3.69600","1.51206","26.75211"
"2.50000","3.70100","1.48706","25.87181"
"2.50000","3.70600","1.46206","25.00518"
"2.50000","3.71100","1.43706","24.16035"
"2.50000","3.71600","1.41206","23.33479"
"2.50000","3.72100","1.38706","22.51633"
"2.50000","3.72600","1.36205","21.72171"
"2.50000","3.73100","1.33706","20.93332"
"2.50000","3.73600","1.31206","20.15088"
"2.50000","3.74100","1.28707","19.37601"
"2.50000","3.74600","1.26206","18.59870"
"2.50000","3.75100","1.23705","17.83369"
"2.50000","3.75600","1.21202","17.08064"
"2.50000","3.76100","1.18700","16.33547"
"2.50000","3.76600","1.16199","15.61218"
"2.50000","3.77100","1.13698","14.89372"
"2.50000","3.77600","1.11198","14.19539"
"2.50000","3.78100","1.08698","13.51176"
"2.50000","3.78600","1.06199","12.83408"
"2.50000","3.79100","1.03699","12.17416"
"2.50000","3.79600","1.01199","11.51401"
"2.50000","3.80100","0.98699","10.87916"
"2.50000","3.80600","0.96199","10.25834"
"2.50000","3.81100","0.93699","9.63827"
"2.50000","3.81600","0.91200","9.02982"
"2.50000","3.82100","0.88701","8.41894"
"2.50000","3.82600","0.86201","7.81799"
"2.50000","3.83100","0.83700","7.21966"
"2.50000","3.83600","0.81200","6.62688"
"2.50000","3.84100","0.78699","6.04696"
"2.50000","3.84600","0.76199","5.45893"
"2.50000","3.85100","0.73699","4.88011"
"2.50000","3.85600","0.71199","4.30236"
"2.50000","3.86100","0.68699","3.72574"
"2.50000","3.86600","0.66199","3.16271"
"2.50000","3.87100","0.63699","2.59535"
"2.50000","3.87600","0.61200","2.04375"
"2.50000","3.88100","0.58702","1.49400"
"2.50000","3.88600","0.56204","0.95457"
"2.50000","3.89100","0.53707","0.43198"
"2.50000","3.89600","0.51208","-0.08628"
"2.50000","3.90100","0.48709","-0.57835"
"2.50000","3.90600","0.46209","-1.04814"
"2.50000","3.91100","0.43708","-1.49101"
"2.50000","3.91600","0.41208","-1.90388"
"2.50000","3.92100","0.38707","-2.29954"
"2.50000","3.92600","0.36207","-2.66069"
"2.50000","3.93100","0.33706","-3.00768"
"2.50000","3.93600","0.31205","-3.33334"
"2.50000","3.94100","0.28702","-3.63105"
"2.50000","3.94600","0.26200","-3.91181"
"2.50000","3.95100","0.23698","-4.16083"
"2.50000","3.95600","0.21196","-4.39708"
"2.50000","3.96100","0.18695","-4.59770"
"2.50000","3.96600","0.16194","-4.77599"
"2.50000","3.97100","0.13693","-4.94046"
"2.50000","3.97600","0.11192","-5.08351"
"2.50000","3.98100","0.08691","-5.21769"
"2.50000","3.98600","0.06191","-5.34041"
"2.50000","3.99100","0.03692","-5.44820"
"2.50000","3.99600","0.01196","-5.55698"
"3.00000","3.99900","-0.00302","-5.61363"
"3.00000","4.00000","-0.00801","-5.63216"
"3.00000","4.00500","-0.03296","-5.72664"
"3.00000","4.01000","-0.05782","-5.74469"
"3.00000","4.01500","-0.08192","-5.55078"
"3.00000","4.02000","-0.10374","-5.23819"
"3.00000","4.02500","-0.12122","-4.83965"
"3.00000","4.03000","-0.13246","-4.51266"
"3.00000","4.03500","-0.13650","-4.42241"
"3.00000","4.04000","-0.13368","-4.42475"
"3.00000","4.04500","-0.12507","-4.45067"
"3.00000","4.05000","-0.11189","-4.42604"
"3.00000","4.05500","-0.09518","-4.35908"
"3.00000","4.06000","-0.07576","-4.25053"
"3.00000","4.06500","-0.05420","-4.09617"
"3.00000","4.07000","-0.03095","-3.90600"
"3.00000","4.07500","-0.00637","-3.65413"
"3.00000","4.08000","0.01922","-3.36802"
"3.00000","4.08500","0.04553","-3.03863"
"3.00000","4.09000","0.07228","-2.67546"
"3.00000","4.09500","0.09926","-2.29354"
"3.00000","4.10000","0.12627","-1.86982"
"3.00000","4.10500","0.15317","-1.41167"
"3.00000","4.11000","0.17988","-0.92279"
"3.00000","4.11500","0.20634","-0.37888"
"3.00000","4.12000","0.23254","0.19360"
"3.00000","4.12500","0.25851","0.81824"
"3.00000","4.13000","0.28427","1.48785"
"3.00000","4.13500","0.30985","2.18484"
"3.00000","4.14000","0.33530","2.92175"
"3.00000","4.14500","0.36062","3.68599"
"3.00000","4.15000","0.38586","4.47740"
"3.00000","4.15500","0.41103","5.31472"
"3.00000","4.16000","0.43616","6.17135"
"3.00000","4.16500","0.46125","7.05667"
"3.00000","4.17000","0.48633","7.95329"
"3.00000","4.17500","0.51140","8.85737"
"3.00000","4.18000","0.53647","9.77782"
"3.00000","4.18500","0.56154","10.68962"
"3.00000","4.19000","0.58660","11.59835"
"3.00000","4.19500","0.61166","12.50306"
"3.00000","4.20000","0.63671","13.39519"
"3.00000","4.20500","0.66177","14.29600"
"3.00000","4.21000","0.68682","15.19602"
"3.00000","4.21500","0.71188","16.11261"
"3.00000","4.22000","0.73695","17.04552"
"3.00000","4.22500","0.76201","17.98604"
"3.00000","4.23000","0.78707","18.95298"
"3.00000","4.23500","0.81213","19.93321"
"3.00000","4.24000","0.83718","20.92343"
"3.00000","4.24500","0.86223","21.92129"
"3.00000","4.25000","0.88728","22.90778"
"3.00000","4.25500","0.91232","23.89865"
"3.00000","4.26000","0.93734","24.88091"
"3.00000","4.26500","0.96235","25.86422"
"3.00000","4.27000","0.98736","26.85658"
"3.00000","4.27500","1.01238","27.84944"
"3.00000","4.28000","1.03740","28.86249"
"3.00000","4.28500","1.06242","29.88932"
"3.00000","4.29000","1.08745","30.93123"
"3.00000","4.29500","1.11248","31.99386"
"3.00000","4.30000","1.13750","33.06239"
"3.00000","4.30500","1.16251","34.14778"
"3.00000","4.31000","1.18752","35.23135"
"3.00000","4.31500","1.21252","36.31602"
"3.00000","4.32000","1.23753","37.40186"
"3.00000","4.32500","1.26253","38.48027"
"3.00000","4.33000","1.28754","39.56507"
"3.00000","4.33500","1.31254","40.64373"
"3.00000","4.34000","1.33755","41.73283"
"3.00000","4.34500","1.36254","42.83205"
"3.00000","4.35000","1.38753","43.93856"
"3.00000","4.35500","1.41252","45.05575"
"3.00000","4.36000","1.43752","46.18275"
"3.00000","4.36500","1.46252","47.32333"
"3.00000","4.37000","1.48753","48.47438"
"3.00000","4.37500","1.51253","49.62284"
"3.00000","4.38000","1.53753","50.78158"
"3.00000","4.38500","1.56252","51.93165"
"3.00000","4.39000","1.58750","53.08749"
"3.00000","4.39500","1.61249","54.24414"
"3.00000","4.40000","1.63748","55.39905"
"3.00000","4.40500","1.66248","56.56575"
"3.00000","4.41000","1.68748","57.73831"
"3.00000","4.41500","1.71249","58.92257"
"3.00000","4.42000","1.73749","60.12030"
"3.00000","4.42500","1.76249","61.31932"
"3.00000","4.43000","1.78749","62.52847"
"3.00000","4.43500","1.81248","63.73951"
"3.00000","4.44000","1.83747","64.95427"
"3.00000","4.44500","1.86246","66.17384"
"3.00000","4.45000","1.88745","67.39265"
"3.00000","4.45500","1.91244","68.62184"
"3.00000","4.46000","1.93743","69.85503"
"3.00000","4.46500","1.96243","71.09737"
"3.00000","4.47000","1.98744","72.35382"
"3.00000","4.47500","2.01244","73.61330"
"3.00000","4.48000","2.03745","74.88668"
"3.00000","4.48500","2.06246","76.16695"
"3.00000","4.49000","2.08745","77.45550"
"3.00000","4.49500","2.11244","78.74641"
"3.00000","4.50000","2.13743","80.03257"
"3.00000","4.50500","2.16242","81.32391"
"3.00000","4.51000","2.18741","82.61701"
"3.00000","4.51500","2.21242","83.91862"
"3.00000","4.52000","2.23743","85.23537"
"3.00000","4.52500","2.26243","86.55811"
"3.00000","4.53000","2.28743","87.89623"
"3.00000","4.53500","2.31243","89.24059"
"3.00000","4.54000","2.33742","90.59937"
"3.00000","4.54500","2.36242","91.96282"
"3.00000","4.55000","2.38742","93.32898"
"3.00000","4.55500","2.41244","94.70476"
"3.00000","4.56000","2.43745","96.07281"
"3.00000","4.56500","2.46247","97.44589"
"3.00000","4.57000","2.48748","98.82681"
"3.00000","4.57500","2.51249","100.20442"
"3.00000","4.58000","2.53749","101.59754"
"3.00000","4.58500","2.56249","102.98988"
"3.00000","4.59000","2.58749","104.39227"
"3.00000","4.59500","2.61249","105.80016"
"3.00000","4.60000","2.63748","107.20834"
"3.00000","4.60500","2.66247","108.62255"
"3.00000","4.61000","2.68746","110.03788"
"3.00000","4.61500","2.71246","111.46416"
"3.00000","4.62000","2.73745","112.89706"
"3.00000","4.62500","2.76245","114.32986"
"3.00000","4.63000","2.78745","115.77062"
"3.00000","4.63500","2.81244","117.21082"
"3.00000","4.64000","2.83743","118.65535"
"3.00000","4.64500","2.86242","120.10548"
"3.00000","4.65000","2.88741","121.55299"
"3.00000","4.65500","2.91240","123.00762"
"3.00000","4.66000","2.93740","124.46349"
"3.00000","4.66500","2.96239","125.92463"
"3.00000","4.67000","2.98738","127.39674"
"3.50000","4.67300","3.00237","128.27753"
"3.50000","4.67400","3.00737","128.57204"
"3.50000","4.67900","3.03235","130.04823"
"3.50000","4.68400","3.05723","131.44051"
"3.50000","4.68900","3.08136","132.57033"
"3.50000","4.69400","3.10322","133.39719"
"3.50000","4.69900","3.12072","133.68086"
"3.50000","4.70400","3.13198","133.42017"
"3.50000","4.70900","3.13602","132.64427"
"3.50000","4.71400","3.13313","131.31348"
"3.50000","4.71900","3.12435","129.52475"
"3.50000","4.72400","3.11091","127.37093"
"3.50000","4.72900","3.09390","124.96600"
"3.50000","4.73400","3.07415","122.40548"
"3.50000","4.73900","3.05230","119.72252"
"3.50000","4.74400","3.02883","116.99254"
"3.50000","4.74900","3.00410","114.20367"
"3.50000","4.75400","2.97845","111.42417"
"3.50000","4.75900","2.95215","108.67157"
"3.50000","4.76400","2.92547","105.97404"
"3.50000","4.76900","2.89861","103.36977"
"3.50000","4.77400","2.87175","100.84579"
"3.50000","4.77900","2.84501","98.41603"
"3.50000","4.78400","2.81848","96.08539"
"3.50000","4.78900","2.79218","93.83099"
"3.50000","4.79400","2.76612","91.66344"
"3.50000","4.79900","2.74028","89.57281"
"3.50000","4.80400","2.71463","87.54327"
"3.50000","4.80900","2.68915","85.59276"
"3.50000","4.81400","2.66379","83.69958"
"3.50000","4.81900","2.63854","81.87299"
"3.50000","4.82400","2.61336","80.08803"
"3.50000","4.82900","2.58823","78.32949"
"3.50000","4.83400","2.56313","76.61231"
"3.50000","4.83900","2.53805","74.90791"
"3.50000","4.84400","2.51299","73.24980"
"3.50000","4.84900","2.48794","71.61761"
"3.50000","4.85400","2.46289","70.01282"
"3.50000","4.85900","2.43785","68.45224"
"3.50000","4.86400","2.41280","66.92103"
"3.50000","4.86900","2.38774","65.43037"
"3.50000","4.87400","2.36267","63.97335"
"3.50000","4.87900","2.33761","62.53339"
"3.50000","4.88400","2.31255","61.12385"
"3.50000","4.88900","2.28750","59.72438"
"3.50000","4.89400","2.26246","58.34229"
"3.50000","4.89900","2.23743","56.98639"
"3.50000","4.90400","2.21240","55.63574"
"3.50000","4.90900","2.18737","54.31093"
"3.50000","4.91400","2.16234","52.99942"
"3.50000","4.91900","2.13730","51.70980"
"3.50000","4.92400","2.11227","50.45430"
"3.50000","4.92900","2.08724","49.21341"
"3.50000","4.93400","2.06222","48.00683"
"3.50000","4.93900","2.03720","46.82005"
"3.50000","4.94400","2.01218","45.65662"
"3.50000","4.94900","1.98716","44.51642"
"3.50000","4.95400","1.96213","43.37952"
"3.50000","4.95900","1.93711","42.25944"
"3.50000","4.96400","1.91208","41.14545"
"3.50000","4.96900","1.88706","40.06014"
"3.50000","4.97400","1.86205","39.01313"
"3.50000","4.97900","1.83705","37.97147"
"3.50000","4.98400","1.81205","36.95805"
"3.50000","4.98900","1.78705","35.95718"
"3.50000","4.99400","1.76206","34.96858"
"3.50000","4.99900","1.73707","34.00654"
"3.50000","5.00400","1.71208","33.04310"
"3.50000","5.00900","1.68709","32.09990"
"3.50000","5.01400","1.66210","31.15568"
"3.50000","5.01900","1.63710","30.21739"
"3.50000","5.02400","1.61209","29.29943"
"3.50000","5.02900","1.58708","28.37988"
"3.50000","5.03400","1.56207","27.47399"
"3.50000","5.03900","1.53706","26.57792"
"3.50000","5.04400","1.51206","25.68917"
"3.50000","5.04900","1.48706","24.82372"
"3.50000","5.05400","1.46207","23.97440"
"3.50000","5.05900","1.43707","23.14478"
"3.50000","5.06400","1.41207","22.33406"
"3.50000","5.06900","1.38706","21.53030"
"3.50000","5.07400","1.36206","20.74822"
"3.50000","5.07900","1.33706","19.97171"
"3.50000","5.08400","1.31207","19.19833"
"3.50000","5.08900","1.28707","18.43146"
"3.50000","5.09400","1.26206","17.66274"
"3.50000","5.09900","1.23705","16.91034"
"3.50000","5.10400","1.21203","16.17477"
"3.50000","5.10900","1.18701","15.45173"
"3.50000","5.11400","1.16199","14.75375"
"3.50000","5.11900","1.13699","14.06100"
"3.50000","5.12400","1.11199","13.38830"
"3.50000","5.12900","1.08699","12.72632"
"3.50000","5.13400","1.06200","12.06478"
"3.50000","5.13900","1.03700","11.41643"
"3.50000","5.14400","1.01199","10.75879"
"3.50000","5.14900","0.98699","10.11149"
"3.50000","5.15400","0.96199","9.46996"
"3.50000","5.15900","0.93699","8.83276"
"3.50000","5.16400","0.91199","8.20878"
"3.50000","5.16900","0.88699","7.58529"
"3.50000","5.17400","0.86199","6.98433"
"3.50000","5.17900","0.83698","6.39411"
"3.50000","5.18400","0.81198","5.81272"
"3.50000","5.18900","0.78698","5.24741"
"3.50000","5.19400","0.76198","4.67693"
"3.50000","5.19900","0.73699","4.13034"
"3.50000","5.20400","0.71199","3.60076"
"3.50000","5.20900","0.68699","3.07206"
"3.50000","5.21400","0.66200","2.55125"
"3.50000","5.21900","0.63700","2.02562"
"3.50000","5.22400","0.61201","1.51429"
"3.50000","5.22900","0.58703","1.00281"
"3.50000","5.23400","0.56204","0.50260"
"3.50000","5.23900","0.53706","0.01809"
"3.50000","5.24400","0.51208","-0.46173"
"3.50000","5.24900","0.48709","-0.91941"
"3.50000","5.25400","0.46209","-1.35964"
"3.50000","5.25900","0.43708","-1.77584"
"3.50000","5.26400","0.41208","-2.16610"
"3.50000","5.26900","0.38708","-2.54806"
"3.50000","5.27400","0.36208","-2.89987"
"3.50000","5.27900","0.33707","-3.23193"
"3.50000","5.28400","0.31205","-3.53898"
"3.50000","5.28900","0.28703","-3.81393"
"3.50000","5.29400","0.26200","-4.07405"
"3.50000","5.29900","0.23698","-4.29759"
"3.50000","5.30400","0.21196","-4.50055"
"3.50000","5.30900","0.18695","-4.67522"
"3.50000","5.31400","0.16195","-4.83020"
"3.50000","5.31900","0.13694","-4.97910"
"3.50000","5.32400","0.11192","-5.11046"
"3.50000","5.32900","0.08691","-5.23234"
"3.50000","5.33400","0.06191","-5.34106"
"3.50000","5.33900","0.03693","-5.43063"
"3.50000","5.34400","0.01196","-5.51687"
"4.00000","5.34700","-0.00302","-5.55691"
"4.00000","5.34800","-0.00801","-5.56967"
"4.00000","5.35300","-0.03296","-5.63422"
"4.00000","5.35800","-0.05782","-5.62696"
"4.00000","5.36300","-0.08192","-5.41378"
"4.00000","5.36800","-0.10374","-5.09320"
"4.00000","5.37300","-0.12121","-4.69916"
"4.00000","5.37800","-0.13245","-4.38365"
"4.00000","5.38300","-0.13650","-4.30780"
"4.00000","5.38800","-0.13368","-4.31856"
"4.00000","5.39300","-0.12508","-4.35210"
"4.00000","5.39800","-0.11190","-4.33937"
"4.00000","5.40300","-0.09519","-4.28503"
"4.00000","5.40800","-0.07576","-4.19083"
"4.00000","5.41300","-0.05419","-4.05445"
"4.00000","5.41800","-0.03092","-3.89238"
"4.00000","5.42300","-0.00633","-3.67214"
"4.00000","5.42800","0.01927","-3.41709"
"4.00000","5.43300","0.04558","-3.11695"
"4.00000","5.43800","0.07234","-2.78529"
"4.00000","5.44300","0.09931","-2.43567"
"4.00000","5.44800","0.12632","-2.04303"
"4.00000","5.45300","0.15323","-1.61823"
"4.00000","5.45800","0.17993","-1.16897"
"4.00000","5.46300","0.20639","-0.66974"
"4.00000","5.46800","0.23259","-0.14777"
"4.00000","5.47300","0.25856","0.42570"
"4.00000","5.47800","0.28431","1.04481"
"4.00000","5.48300","0.30989","1.68962"
"4.00000","5.48800","0.33533","2.37573"
"4.00000","5.49300","0.36066","3.09366"
"4.00000","5.49800","0.38589","3.83872"
"4.00000","5.50300","0.41106","4.62782"
"4.00000","5.50800","0.43618","5.43628"
"4.00000","5.51300","0.46127","6.27469"
"4.00000","5.51800","0.48635","7.13018"
"4.00000","5.52300","0.51142","7.99768"
"4.00000","5.52800","0.53649","8.88541"
"4.00000","5.53300","0.56156","9.77078"
"4.00000","5.53800","0.58662","10.65820"
"4.00000","5.54300","0.61168","11.54481"
"4.00000","5.54800","0.63673","12.41925"
"4.00000","5.55300","0.66179","13.30237"
"4.00000","5.55800","0.68684","14.18380"
"4.00000","5.56300","0.71190","15.07949"
"4.00000","5.56800","0.73697","15.99193"
"4.00000","5.57300","0.76203","16.91128"
"4.00000","5.57800","0.78710","17.85605"
"4.00000","5.58300","0.81216","18.80774"
"4.00000","5.58800","0.83721","19.76525"
"4.00000","5.59300","0.86226","20.73039"
"4.00000","5.59800","0.88730","21.68883"
"4.00000","5.60300","0.91234","22.65652"
"4.00000","5.60800","0.93737","23.61941"
"4.00000","5.61300","0.96239","24.58730"
"4.00000","5.61800","0.98741","25.56514"
"4.00000","5.62300","1.01244","26.54563"
"4.00000","5.62800","1.03746","27.54335"
"4.00000","5.63300","1.06249","28.54924"
"4.00000","5.63800","1.08751","29.56731"
"4.00000","5.64300","1.11252","30.59529"
"4.00000","5.64800","1.13753","31.62463"
"4.00000","5.65300","1.16253","32.67296"
"4.00000","5.65800","1.18753","33.72728"
"4.00000","5.66300","1.21253","34.78800"
"4.00000","5.66800","1.23753","35.85686"
"4.00000","5.67300","1.26253","36.92425"
"4.00000","5.67800","1.28754","38.00057"
"4.00000","5.68300","1.31254","39.07168"
"4.00000","5.68800","1.33754","40.15343"
"4.00000","5.69300","1.36254","41.23961"
"4.00000","5.69800","1.38753","42.33300"
"4.00000","5.70300","1.41252","43.43553"
"4.00000","5.70800","1.43751","44.54601"
"4.00000","5.71300","1.46251","45.66677"
"4.00000","5.71800","1.48752","46.79299"
"4.00000","5.72300","1.51252","47.91673"
"4.00000","5.72800","1.53752","49.05309"
"4.00000","5.73300","1.56252","50.18599"
"4.00000","5.73800","1.58751","51.32790"
"4.00000","5.74300","1.61250","52.47385"
"4.00000","5.74800","1.63750","53.62200"
"4.00000","5.75300","1.66250","54.78241"
"4.00000","5.75800","1.68751","55.94937"
"4.00000","5.76300","1.71251","57.12464"
"4.00000","5.76800","1.73752","58.30934"
"4.00000","5.77300","1.76252","59.48919"
"4.00000","5.77800","1.78751","60.67741"
"4.00000","5.78300","1.81250","61.86679"
"4.00000","5.78800","1.83749","63.06424"
"4.00000","5.79300","1.86247","64.27349"
"4.00000","5.79800","1.88746","65.48276"
"4.00000","5.80300","1.91246","66.70356"
"4.00000","5.80800","1.93746","67.92795"
"4.00000","5.81300","1.96246","69.16100"
"4.00000","5.81800","1.98747","70.40670"
"4.00000","5.82300","2.01248","71.65079"
"4.00000","5.82800","2.03749","72.89893"
"4.00000","5.83300","2.06249","74.14831"
"4.00000","5.83800","2.08749","75.40611"
"4.00000","5.84300","2.11248","76.67602"
"4.00000","5.84800","2.13747","77.95237"
"4.00000","5.85300","2.16246","79.24334"
"4.00000","5.85800","2.18745","80.53960"
"4.00000","5.86300","2.21245","81.84496"
"4.00000","5.86800","2.23746","83.16471"
"4.00000","5.87300","2.26246","84.48764"
"4.00000","5.87800","2.28746","85.82273"
"4.00000","5.88300","2.31246","87.15417"
"4.00000","5.88800","2.33745","88.49446"
"4.00000","5.89300","2.36244","89.83958"
"4.00000","5.89800","2.38745","91.18974"
"4.00000","5.90300","2.41245","92.55490"
"4.00000","5.90800","2.43746","93.92071"
"4.00000","5.91300","2.46248","95.29850"
"4.00000","5.91800","2.48749","96.68615"
"4.00000","5.92300","2.51249","98.07601"
"4.00000","5.92800","2.53750","99.47852"
"4.00000","5.93300","2.56251","100.87413"
"4.00000","5.93800","2.58751","102.27737"
"4.00000","5.94300","2.61251","103.68806"
"4.00000","5.94800","2.63751","105.10656"
"4.00000","5.95300","2.66251","106.53481"
"4.00000","5.95800","2.68750","107.96678"
"4.00000","5.96300","2.71249","109.40537"
"4.00000","5.96800","2.73748","110.85267"
"4.00000","5.97300","2.76248","112.30157"
"4.00000","5.97800","2.78747","113.76159"
"4.00000","5.98300","2.81246","115.22066"
"4.00000","5.98800","2.83745","116.67268"
"4.00000","5.99300","2.86244","118.12276"
"4.00000","5.99800","2.88743","119.57912"
"4.00000","6.00300","2.91242","121.04921"
"4.00000","6.00800","2.93742","122.52254"
"4.00000","6.01300","2.96241","124.00246"
"4.00000","6.01800","2.98740","125.49023"
"4.50000","6.02100","3.00239","126.37823"
"4.50000","6.02200","3.00739","126.67477"
"4.50000","6.02700","3.03237","128.15962"
"4.50000","6.03200","3.05726","129.56099"
"4.50000","6.03700","3.08139","130.69577"
"4.50000","6.04200","3.10325","131.53102"
"4.50000","6.04700","3.12074","131.82854"
"4.50000","6.05200","3.13200","131.59081"
"4.50000","6.05700","3.13603","130.84984"
"4.50000","6.06200","3.13312","129.55830"
"4.50000","6.06700","3.12432","127.80753"
"4.50000","6.07200","3.11086","125.68560"
"4.50000","6.07700","3.09382","123.30922"
"4.50000","6.08200","3.07406","120.77503"
"4.50000","6.08700","3.05219","118.11601"
"4.50000","6.09200","3.02871","115.40928"
"4.50000","6.09700","3.00399","112.63963"
"4.50000","6.10200","2.97834","109.87929"
"4.50000","6.10700","2.95206","107.14720"
"4.50000","6.11200","2.92538","104.46811"
"4.50000","6.11700","2.89853","101.88102"
"4.50000","6.12200","2.87168","99.37233"
"4.50000","6.12700","2.84495","96.95804"
"4.50000","6.13200","2.81842","94.64513"
"4.50000","6.13700","2.79213","92.40940"
"4.50000","6.14200","2.76607","90.26037"
"4.50000","6.14700","2.74023","88.18641"
"4.50000","6.15200","2.71458","86.17299"
"4.50000","6.15700","2.68910","84.23256"
"4.50000","6.16200","2.66374","82.34563"
"4.50000","6.16700","2.63849","80.52379"
"4.50000","6.17200","2.61331","78.74314"
"4.50000","6.17700","2.58818","76.99435"
"4.50000","6.18200","2.56309","75.29331"
"4.50000","6.18700","2.53801","73.60839"
"4.50000","6.19200","2.51296","71.96881"
"4.50000","6.19700","2.48791","70.35103"
"4.50000","6.20200","2.46287","68.75745"
